"","ADM0_A3","scalerank","featurecla","LABELRANK","SOVEREIGNT","SOV_A3","ADM0_DIF","LEVEL","TYPE","ADMIN","GEOU_DIF","GEOUNIT","GU_A3","SU_DIF","SUBUNIT","SU_A3","BRK_DIFF","NAME","NAME_LONG","BRK_A3","BRK_NAME","BRK_GROUP","ABBREV","POSTAL","FORMAL_EN","FORMAL_FR","NOTE_ADM0","NOTE_BRK","NAME_SORT","NAME_ALT","MAPCOLOR7","MAPCOLOR8","MAPCOLOR9","MAPCOLOR13","POP_EST","GDP_MD_EST","POP_YEAR","LASTCENSUS","GDP_YEAR","ECONOMY","INCOME_GRP","WIKIPEDIA","FIPS_10_","ISO_A2","ISO_A3","ISO_N3","UN_A3","WB_A2","WB_A3","WOE_ID","WOE_ID_EH","WOE_NOTE","ADM0_A3_IS","ADM0_A3_US","ADM0_A3_UN","ADM0_A3_WB","CONTINENT","REGION_UN","SUBREGION","REGION_WB","NAME_LEN","LONG_LEN","ABBREV_LEN","TINY","HOMEPART","Country","HighIncome","OECD","SERF","GDPPC","Education","Health","Housing","Food","Work","EnrollYear","EnrollGDP","EnrollRate","EnrollAdjPerf","PrimaryYear","PrimaryGDP","PrimaryRate","PrimaryAdjPerf","ChildSurviveYear","ChildSurviveGDP","ChildSurviveRate","ChildSurviveAdjPerf","Age65Year","Age65GDP","Age65Rate","Age65AdjPerf","ContraceptiveYear","ContraceptiveGDP","ContraceptiveRate","ContraceptiveAdjPerf","SanitationYear","SanitationGDP","SanitationRate","SanitationAdjPerf","RuralImprovedH20Year","RuralImprovedH20GDP","RuralImprovedH20Rate","RuralImprovedH20AdjPerf","StuntingYear","StuntingGDP","StuntingRate","Stunting.AdjPerf","NotPoorYear","NotPoorGDP","NotPoorRate","NotPoorAdjPerf"
"130","LBN",0,"Admin-0 country",5,"Lebanon","LBN",0,2,"Sovereign country","Lebanon",0,"Lebanon","LBN",0,"Lebanon","LBN",0,"Lebanon","Lebanon","LBN","Lebanon",NA,"Leb.","LB","Lebanese Republic",NA,NA,NA,"Lebanon",NA,4,4,4,12,4017095,44060,-99,1970,-99,"6. Developing region","3. Upper middle income",-99,"LE","LB","LBN","422","422","LB","LBN",23424873,23424873,"Exact WOE match as country","LBN","LBN",-99,-99,"Asia","Asia","Western Asia","Middle East & North Africa",7,7,4,4,1,"Lebanon",0,0,NA,13089.0123,62.11939424,79.95640701,88.07285598,NA,NA,2015,13089.0123,63.42574,65.01119569,2013,14045.98451,78.10948944,59.22759279,2015,13089.0123,99.17,98.82187256,2014,13470.48897,89.08279357,99.86850747,2004,12328.81169,34,41.17884099,2015,13089.0123,80.7,77.64417366,2015,13089.0123,99,98.5015383,NA,NA,NA,NA,NA,NA,NA,NA
"131","LBR",0,"Admin-0 country",4,"Liberia","LBR",0,2,"Sovereign country","Liberia",0,"Liberia","LBR",0,"Liberia","LBR",0,"Liberia","Liberia","LBR","Liberia",NA,"Liberia","LR","Republic of Liberia",NA,NA,NA,"Liberia",NA,2,3,4,9,3441790,1526,-99,2008,-99,"7. Least developed region","5. Low income",-99,"LI","LR","LBR","430","430","LR","LBR",23424876,23424876,"Exact WOE match as country","LBR","LBR",-99,-99,"Africa","Africa","Western Africa","Sub-Saharan Africa",7,7,7,-99,1,"Liberia",0,0,NA,784.5813313,NA,79.85136226,64.7420033,100,63.3018407,NA,NA,NA,NA,2014,803.6551766,58.83306122,76.5137609,2015,784.5813313,93.01,100,2014,803.6551766,59.79162914,100,2013,817.1783953,19.1,39.55408677,2015,784.5813313,16.9,37.47607357,2015,784.5813313,62.6,92.00793303,2013,817.1783953,67.90000153,100,2007,655.1178472,10.39,63.3018407
"132","LBY",0,"Admin-0 country",3,"Libya","LBY",0,2,"Sovereign country","Libya",0,"Libya","LBY",0,"Libya","LBY",0,"Libya","Libya","LBY","Libya",NA,"Libya","LY","Libya",NA,NA,NA,"Libya",NA,1,2,2,11,6310434,88830,-99,2006,-99,"6. Developing region","3. Upper middle income",-99,"LY","LY","LBY","434","434","LY","LBY",23424882,23424882,"Exact WOE match as country","LBY","LBY",-99,-99,"Africa","Africa","Northern Africa","Middle East & North Africa",5,5,5,-99,1,"Libya",0,0,NA,NA,NA,68.11748771,NA,62.17223536,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,11023.43714,98.24,96.1351839,2011,11023.43714,76.96927389,84.03435079,2007,28396.03244,20.3,24.18292843,2011,11023.43714,96.6,96.32333188,NA,NA,NA,NA,2007,28396.03244,79,62.17223536,NA,NA,NA,NA
"133","LCA",3,"Admin-0 country",6,"Saint Lucia","LCA",0,2,"Sovereign country","Saint Lucia",0,"Saint Lucia","LCA",0,"Saint Lucia","LCA",0,"Saint Lucia","Saint Lucia","LCA","Saint Lucia",NA,"S.L.","LC","Saint Lucia",NA,NA,NA,"St. Lucia",NA,3,4,3,4,160267,1778,-99,2010,-99,"6. Developing region","3. Upper middle income",-99,"ST","LC","LCA","662","662","LC","LCA",23424951,23424951,"Exact WOE match as country","LCA","LCA",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",11,11,4,4,1,"St. Lucia",0,0,NA,10278.98027,88.68542445,82.43063945,92.1368035,100,NA,2007,10776.75855,73.53263092,77.3708489,2007,10776.75855,107.5979691,100,2015,10278.98027,98.57,97.30622343,2014,10115.03863,78.40138615,86.37680921,2012,10218.00566,52.2,63.60888572,2015,10278.98027,90.5,90.08801208,2015,10278.98027,95.6,94.18559491,2012,10218.00566,97.5,100,NA,NA,NA,NA
"134","LIE",0,"Admin-0 country",6,"Liechtenstein","LIE",0,2,"Sovereign country","Liechtenstein",0,"Liechtenstein","LIE",0,"Liechtenstein","LIE",0,"Liechtenstein","Liechtenstein","LIE","Liechtenstein",NA,"Liech.","FL","Principality of Liechtenstein",NA,NA,NA,"Liechtenstein",NA,2,4,2,9,34761,4160,-99,2010,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,"LS","LI","LIE","438","438","LI","LIE",23424879,23424879,"Exact WOE match as country","LIE","LIE",-99,-99,"Europe","Europe","Western Europe","Europe & Central Asia",13,13,6,6,1,"Liechtenstein",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","LKA",0,"Admin-0 country",3,"Sri Lanka","LKA",0,2,"Sovereign country","Sri Lanka",0,"Sri Lanka","LKA",0,"Sri Lanka","LKA",0,"Sri Lanka","Sri Lanka","LKA","Sri Lanka",NA,"Sri L.","LK","Democratic Socialist Republic of Sri Lanka",NA,NA,NA,"Sri Lanka",NA,3,5,4,9,21324791,91870,-99,2001,-99,"6. Developing region","4. Lower middle income",-99,"CE","LK","LKA","144","144","LK","LKA",23424778,23424778,"Exact WOE match as country","LKA","LKA",-99,-99,"Asia","Asia","Southern Asia","South Asia",9,9,6,-99,1,"Sri Lanka",0,0,86.70335863,11047.66697,89.99674113,83.7782034,93.9322998,82.44294197,83.36660685,2013,10238.70881,78.84295654,83.58238379,2014,10642.05628,98.0389328,96.41109847,2015,11047.66697,99.02,98.61111895,2014,10642.05628,79.72734545,87.9856347,2007,7392.478366,52.4,64.73785654,2015,11047.66697,95.1,94.69899905,2015,11047.66697,95,93.16560054,2012,9980.02157,85.30000019,82.44294197,2012,9980.02157,85.41,83.36660685
"136","LSO",0,"Admin-0 country",6,"Lesotho","LSO",0,2,"Sovereign country","Lesotho",0,"Lesotho","LSO",0,"Lesotho","LSO",0,"Lesotho","Lesotho","LSO","Lesotho",NA,"Les.","LS","Kingdom of Lesotho",NA,NA,NA,"Lesotho",NA,1,5,2,8,2130819,3293,-99,2006,-99,"7. Least developed region","4. Lower middle income",-99,"LT","LS","LSO","426","426","LS","LSO",23424880,23424880,"Exact WOE match as country","LSO","LSO",-99,-99,"Africa","Africa","Southern Africa","Sub-Saharan Africa",7,7,4,-99,1,"Lesotho",0,0,57.18147133,2770.19959,77.63695989,60.88824948,57.93650685,62.09034415,27.35529627,2014,2759.634243,62.78968811,78.81255057,2014,2759.634243,75.65151215,76.46136921,2015,2770.19959,90.98,77.02597655,2014,2759.634243,31.53796365,24.96858245,2014,2759.634243,59.8,80.67018943,2015,2770.19959,30.3,34.41863214,2015,2770.19959,77,81.45438155,2014,2759.634243,66.79999924,62.09034415,2010,2405.312328,22.72,27.35529627
"137","LTU",0,"Admin-0 country",5,"Lithuania","LTU",0,2,"Sovereign country","Lithuania",0,"Lithuania","LTU",0,"Lithuania","LTU",0,"Lithuania","Lithuania","LTU","Lithuania",NA,"Lith.","LT","Republic of Lithuania",NA,NA,NA,"Lithuania",NA,6,3,3,9,3555179,63330,-99,2011,-99,"2. Developed region: nonG7","3. Upper middle income",-99,"LH","LT","LTU","440","440","LT","LTU",23424875,23424875,"Exact WOE match as country","LTU","LTU",-99,-99,"Europe","Europe","Northern Europe","Europe & Central Asia",9,9,5,-99,1,"Lithuania",1,0,NA,26807.18229,96.85188352,79.41706036,83.99952596,NA,96.39465835,2014,26133.64902,94.82037354,93.70376705,2014,26133.64902,101.1579132,100,2015,26807.18229,99.48,99.06792008,2014,26133.64902,74.76850304,78.83528767,2006,20210.8174,50.4,60.34797333,2015,26807.18229,92.4,87.50422766,2015,26807.18229,90.4,80.49482425,NA,NA,NA,NA,2012,24041.88997,97.97,96.39465835
"138","LUX",0,"Admin-0 country",6,"Luxembourg","LUX",0,2,"Sovereign country","Luxembourg",0,"Luxembourg","LUX",0,"Luxembourg","LUX",0,"Luxembourg","Luxembourg","LUX","Luxembourg",NA,"Lux.","L","Grand Duchy of Luxembourg",NA,NA,NA,"Luxembourg",NA,1,7,3,7,491775,39370,-99,2011,-99,"2. Developed region: nonG7","1. High income: OECD",-99,"LU","LU","LUX","442","442","LU","LUX",23424881,23424881,"Exact WOE match as country","LUX","LUX",-99,-99,"Europe","Europe","Western Europe","Europe & Central Asia",10,10,4,5,1,"Luxembourg",1,1,NA,92468.13997,45.47123371,NA,96.33192663,NA,NA,2012,87126.10528,77.31008148,56.29635623,2013,88836.12845,81.9708786,34.64611118,2015,92468.13997,99.81,99.60822814,2014,90297.55702,89.61213384,97.39738435,NA,NA,NA,NA,2015,92468.13997,97.6,92.66385327,2015,92468.13997,100,100,NA,NA,NA,NA,NA,NA,NA,NA
"139","LVA",0,"Admin-0 country",5,"Latvia","LVA",0,2,"Sovereign country","Latvia",0,"Latvia","LVA",0,"Latvia","LVA",0,"Latvia","Latvia","LVA","Latvia",NA,"Lat.","LV","Republic of Latvia",NA,NA,NA,"Latvia",NA,4,7,6,13,2231503,38860,-99,2011,-99,"2. Developed region: nonG7","3. Upper middle income",-99,"LG","LV","LVA","428","428","LV","LVA",23424874,23424874,"Exact WOE match as country","LVA","LVA",-99,-99,"Europe","Europe","Northern Europe","Europe & Central Asia",6,6,4,-99,1,"Latvia",1,1,NA,23080.36069,96.26348876,NA,89.09694927,NA,95.72541797,2014,22282.02568,93.35195923,92.52697752,2014,22282.02568,104.854538,100,2015,23080.36069,99.21,98.33006277,2014,22282.02568,75.39167235,79.94077729,NA,NA,NA,NA,2015,23080.36069,87.8,81.55644315,2015,23080.36069,98.3,96.63745539,NA,NA,NA,NA,2012,20786.49042,97.41,95.72541797
"140","MAC",0,"Admin-0 country",4,"China","CH1",1,2,"Country","Macao S.A.R",0,"Macao S.A.R","MAC",0,"Macao S.A.R","MAC",0,"Macao","Macao","MAC","Macao",NA,"Mac.","MO","Macao Special Administrative Region, PRC",NA,"China",NA,"Macao SAR, China",NA,4,4,4,3,559846,18140,-99,2011,-99,"6. Developing region","2. High income: nonOECD",-99,"MC","MO","MAC","446","446","MO","MAC",20070017,20070017,"Exact WOE match as country","MAC","MAC",-99,-99,"Asia","Asia","Eastern Asia","East Asia & Pacific",5,5,4,-99,-99,"Macao SAR, China",1,0,NA,104718.2625,NA,NA,NA,NA,NA,2015,104718.2625,88.61391,74.38847124,NA,NA,NA,NA,NA,NA,NA,NA,2014,133675.785,90.62256534,98.55622501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","MAF",3,"Admin-0 country",6,"France","FR1",1,2,"Dependency","Saint Martin",0,"Saint Martin","MAF",0,"Saint Martin","MAF",0,"St-Martin","Saint-Martin","MAF","Saint-Martin",NA,"St. M.","MF","Saint-Martin (French part)",NA,"Fr.",NA,"St. Martin (French part)",NA,7,5,9,11,36661,449,2008,-99,1999,"6. Developing region","2. High income: nonOECD",0,"RN","MF","MAF","663","663","MF","MAF",56042305,56042305,"Exact WOE match as country","MAF","MAF",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",9,12,6,4,-99,"St. Martin (French part)",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","MAR",0,"Admin-0 country",3,"Morocco","MAR",0,2,"Sovereign country","Morocco",0,"Morocco","MAR",0,"Morocco","MAR",0,"Morocco","Morocco","MAR","Morocco",NA,"Mor.","MA","Kingdom of Morocco",NA,NA,NA,"Morocco",NA,2,2,3,9,34859364,136600,-99,2004,-99,"6. Developing region","4. Lower middle income",-99,"MO","MA","MAR","504","504","MA","MAR",23424893,23424893,"Exact WOE match as country","MAR","MAR",-99,-99,"Africa","Africa","Northern Africa","Middle East & North Africa",7,7,4,-99,1,"Morocco",0,0,83.29424052,7364.766283,90.15716029,85.80326883,69.81912238,84.05733533,86.63431578,2013,7063.302528,71.63932037,80.31432058,2014,7142.656886,101.7468872,100,2015,7364.766283,97.24,93.76209445,2014,7142.656886,81.91583134,93.25972048,2011,6746.899456,56.7,70.38799155,2015,7364.766283,76.7,77.77464083,2015,7364.766283,65.3,61.86360392,2011,6746.899456,85.10000038,84.05733533,2006,5734.168721,84.5,86.63431578
"143","MCO",0,"Admin-0 country",6,"Monaco","MCO",0,2,"Sovereign country","Monaco",0,"Monaco","MCO",0,"Monaco","MCO",0,"Monaco","Monaco","MCO","Monaco",NA,"Mco.","MC","Principality of Monaco",NA,NA,NA,"Monaco",NA,1,1,2,12,32965,976.3,-99,2008,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,"MN","MC","MCO","492","492","MC","MCO",23424892,23424892,"Exact WOE match as country","MCO","MCO",-99,-99,"Europe","Europe","Western Europe","Europe & Central Asia",6,6,4,5,1,"Monaco",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","MDA",0,"Admin-0 country",6,"Moldova","MDA",0,2,"Sovereign country","Moldova",0,"Moldova","MDA",0,"Moldova","MDA",0,"Moldova","Moldova","MDA","Moldova",NA,"Mda.","MD","Republic of Moldova",NA,NA,NA,"Moldova",NA,3,5,4,12,4320748,10670,-99,2004,-99,"6. Developing region","4. Lower middle income",-99,"MD","MD","MDA","498","498","MD","MDA",23424885,23424885,"Exact WOE match as country","MDA","MDA",-99,-99,"Europe","Europe","Eastern Europe","Europe & Central Asia",7,7,4,-99,1,"Moldova",0,0,89.30314656,4742.019069,86.70745556,78.47607576,81.3322015,100,100,2015,4742.019069,70.27179,83.23367181,2014,4762.780873,91.96939087,90.1812393,2015,4742.019069,98.42,98.97602379,2014,4762.780873,72.34484118,82.83390951,2012,4150.504763,41.7,53.61829396,2015,4742.019069,76.4,80.34611079,2015,4742.019069,81.4,82.31829221,2012,4150.504763,93.5999999,100,2014,4762.780873,98.97,100
"145","MDG",0,"Admin-0 country",3,"Madagascar","MDG",0,2,"Sovereign country","Madagascar",0,"Madagascar","MDG",0,"Madagascar","MDG",0,"Madagascar","Madagascar","MDG","Madagascar",NA,"Mad.","MG","Republic of Madagascar",NA,NA,NA,"Madagascar",NA,6,5,2,3,20653556,20130,-99,1993,-99,"7. Least developed region","5. Low income",-99,"MA","MG","MDG","450","450","MG","MDG",23424883,23424883,"Exact WOE match as country","MDG","MDG",-99,-99,"Africa","Africa","Eastern Africa","Sub-Saharan Africa",10,10,4,-99,1,"Madagascar",0,0,49.88445339,1376.260108,81.87381919,81.15901195,29.49848766,42.07860821,14.81233995,2014,1373.073796,66.20352,87.14613508,2014,1373.073796,68.78253937,76.60150329,2015,1376.260108,95.04,97.82796238,2014,1373.073796,65.3178624,100,2009,1426.279127,29.2,45.64907346,2015,1376.260108,12,16.93731585,2015,1376.260108,35.3,42.05965947,2009,1426.279127,50.79999924,42.07860821,2012,1374.200465,9.53,14.81233995
"146","MDV",5,"Admin-0 country",5,"Maldives","MDV",0,2,"Sovereign country","Maldives",0,"Maldives","MDV",0,"Maldives","MDV",0,"Maldives","Maldives","MDV","Maldives",NA,"Mald.","MV","Republic of Maldives",NA,NA,NA,"Maldives",NA,2,3,1,7,396334,1716,-99,2011,-99,"6. Developing region","3. Upper middle income",-99,"MV","MV","MDV","462","462","MV","MDV",23424899,23424899,"Exact WOE match as country","MDV","B13",-99,-99,"Seven seas (open ocean)","Asia","Southern Asia","South Asia",8,8,5,2,1,"Maldives",0,0,NA,11993.91077,NA,76.01120396,97.31261199,73.93279628,73.65821357,NA,NA,NA,NA,2009,10002.02215,114.3786011,100,2015,11993.91077,99.14,98.85793952,2014,11899.33448,86.0756337,96.24908663,2009,10002.02215,27,32.92658572,2015,11993.91077,97.9,97.63113211,2015,11993.91077,97.9,96.99409186,2009,10002.02215,79.70000076,73.93279628,2009,10002.02215,76.74,73.65821357
"147","MEX",0,"Admin-0 country",2,"Mexico","MEX",0,2,"Sovereign country","Mexico",0,"Mexico","MEX",0,"Mexico","MEX",0,"Mexico","Mexico","MEX","Mexico",NA,"Mex.","MX","United Mexican States",NA,NA,NA,"Mexico",NA,6,1,7,3,111211789,1563000,-99,2010,-99,"4. Emerging region: MIKT","3. Upper middle income",-99,"MX","MX","MEX","484","484","MX","MEX",23424900,23424900,"Exact WOE match as country","MEX","MEX",-99,-99,"North America","Americas","Central America","Latin America & Caribbean",6,6,4,-99,1,"Mexico",0,1,85.54942714,16490.3458,89.01820941,88.7941366,83.96413834,81.68721115,84.28344021,2014,16303.03844,77.76016235,78.03641882,2014,16303.03844,104.7084198,100,2015,16490.3458,98.68,96.97766408,2014,16303.03844,81.83043137,89.35956885,2006,15609.43053,66.5,80.04517686,2015,16490.3458,85.2,80.88490079,2015,16490.3458,92.1,87.04337589,2012,16158.25021,86.39999962,81.68721115,2014,16303.03844,89.05,84.28344021
"148","MHL",5,"Admin-0 country",6,"Marshall Islands","MHL",0,2,"Sovereign country","Marshall Islands",0,"Marshall Islands","MHL",0,"Marshall Islands","MHL",0,"Marshall Is.","Marshall Islands","MHL","Marshall Is.",NA,"M. Is.","MH","Republic of the Marshall Islands",NA,NA,NA,"Marshall Islands",NA,2,5,5,3,64522,133.5,-99,2011,-99,"6. Developing region","4. Lower middle income",-99,"RM","MH","MHL","584","584","MH","MHL",23424932,23424932,"Exact WOE match as country","MHL","MHL",-99,-99,"Oceania","Oceania","Micronesia","East Asia & Pacific",12,16,6,2,1,"Marshall Islands",0,0,NA,3673.153775,NA,NA,91.70080448,NA,NA,NA,NA,NA,NA,2011,3501.48705,99.75409698,99.73972418,2015,3673.153775,96.4,93.52403267,NA,NA,NA,NA,2007,3372.454415,42.4,55.7129405,2015,3673.153775,76.9,83.40160895,2015,3673.153775,97.6,100,NA,NA,NA,NA,NA,NA,NA,NA
"149","MKD",0,"Admin-0 country",6,"Macedonia","MKD",0,2,"Sovereign country","Macedonia",0,"Macedonia","MKD",0,"Macedonia","MKD",0,"Macedonia","Macedonia","MKD","Macedonia",NA,"Mkd.","MK","Former Yugoslav Republic of Macedonia",NA,NA,NA,"Macedonia, FYR",NA,5,3,7,3,2066718,18780,-99,2010,-99,"6. Developing region","3. Upper middle income",-99,"MK","MK","MKD","807","807","MK","MKD",23424890,23424890,"Exact WOE match as country","MKD","MKD",-99,-99,"Europe","Europe","Southern Europe","Europe & Central Asia",9,9,4,-99,1,"Macedonia, FYR",0,0,85.16420697,12732.4026,76.73731815,68.98628902,93.93233642,96.66292351,89.50216776,2014,12298.95893,69.36251,71.65864982,2009,11049.37178,89.87657166,81.81598648,2015,12732.4026,99.45,99.750192,2014,12298.95893,82.84367055,91.67931497,2011,11648.2996,12.8,15.52936007,2015,12732.4026,90.9,89.4901456,2015,12732.4026,98.9,98.37452723,2011,11648.2996,95.0999999,96.66292351,2008,11108.85426,91.29,89.50216776
"150","MLI",0,"Admin-0 country",3,"Mali","MLI",0,2,"Sovereign country","Mali",0,"Mali","MLI",0,"Mali","MLI",0,"Mali","Mali","MLI","Mali",NA,"Mali","ML","Republic of Mali",NA,NA,NA,"Mali",NA,1,4,1,7,12666987,14590,-99,2009,-99,"7. Least developed region","5. Low income",-99,"ML","ML","MLI","466","466","ML","MLI",23424891,23424891,"Exact WOE match as country","MLI","MLI",-99,-99,"Africa","Africa","Western Africa","Sub-Saharan Africa",4,4,4,-99,1,"Mali",0,0,50.83944399,1904.856967,61.11100861,52.90553817,51.07486307,59.41201673,29.69379336,2011,1862.940401,51.08142853,66.07250105,2014,1851.714366,53.06072998,56.14951618,2015,1904.856967,88.53,71.16079076,2014,1851.714366,56.51646814,73.03096759,2013,1781.369293,9.9,14.52485617,2015,1904.856967,24.7,30.74960641,2015,1904.856967,64.1,71.40011974,2006,1772.007301,61.5,59.41201673,2009,1821.836102,22.29,29.69379336
"151","MLT",5,"Admin-0 country",5,"Malta","MLT",0,2,"Sovereign country","Malta",0,"Malta","MLT",0,"Malta","MLT",0,"Malta","Malta","MLT","Malta",NA,"Malta","M","Republic of Malta",NA,NA,NA,"Malta",NA,1,4,1,8,405165,9962,-99,2005,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,"MT","MT","MLT","470","470","MT","MLT",23424897,23424897,"Exact WOE match as country","MLT","MLT",-99,-99,"Europe","Europe","Southern Europe","Middle East & North Africa",5,5,5,3,1,"Malta",1,0,NA,32719.94634,75.77329279,NA,100,NA,NA,2015,32719.94634,81.14951,75.14307691,2014,31148.09012,91.82834625,76.40350867,2015,32719.94634,99.36,98.56482073,2014,31148.09012,90.52241294,99.65551151,NA,NA,NA,NA,2015,32719.94634,100,100,2015,32719.94634,100,100,NA,NA,NA,NA,NA,NA,NA,NA
"152","MMR",0,"Admin-0 country",3,"Myanmar","MMR",0,2,"Sovereign country","Myanmar",0,"Myanmar","MMR",0,"Myanmar","MMR",0,"Myanmar","Myanmar","MMR","Myanmar",NA,"Myan.","MM","Republic of the Union of Myanmar",NA,NA,NA,"Myanmar",NA,2,2,5,13,48137741,55130,-99,1983,-99,"7. Least developed region","5. Low income",-99,"BM","MM","MMR","104","104","MM","MMR",23424763,23424763,"Exact WOE match as country","MMR","MMR",-99,-99,"Asia","Asia","South-Eastern Asia","East Asia & Pacific",7,7,5,-99,1,"Myanmar",0,0,NA,4930.589837,73.7783109,74.14543543,79.22039597,56.92197322,NA,2007,2754.883647,52.11817169,65.42782731,2014,4634.957789,85.07289886,82.12879448,2015,4930.589837,95,87.71044441,2014,4634.957789,66.9399732,75.13111302,2010,3607.767713,45.7,59.59474885,2015,4930.589837,79.6,83.3790103,2015,4930.589837,74.4,75.06178163,2009,3313.996912,64.90000153,56.92197322,NA,NA,NA,NA
"153","MNE",0,"Admin-0 country",6,"Montenegro","MNE",0,2,"Sovereign country","Montenegro",0,"Montenegro","MNE",0,"Montenegro","MNE",0,"Montenegro","Montenegro","MNE","Montenegro",NA,"Mont.","ME","Montenegro",NA,NA,NA,"Montenegro",NA,4,1,4,5,672180,6816,-99,2011,-99,"6. Developing region","3. Upper middle income",-99,"MJ","ME","MNE","499","499","ME","MNE",20069817,20069817,"Exact WOE match as country","MNE","MNE",-99,-99,"Europe","Europe","Southern Europe","Europe & Central Asia",10,10,5,-99,1,"Montenegro",0,0,87.84837654,15254.30713,87.24400402,66.93000346,96.75625155,89.01320883,99.29841484,2010,14034.55483,88.66264343,90.15363476,2015,15254.30713,92.57817078,84.33437329,2015,15254.30713,99.53,99.75742946,2014,14796.59966,83.28413189,91.62800455,2013,14551.41587,7.8,9.404576381,2015,15254.30713,95.9,94.80666829,2015,15254.30713,99.2,98.70583481,2013,14551.41587,90.60000038,89.01320883,2014,14796.59966,99.5,99.29841484
"154","MNG",0,"Admin-0 country",3,"Mongolia","MNG",0,2,"Sovereign country","Mongolia",0,"Mongolia","MNG",0,"Mongolia","MNG",0,"Mongolia","Mongolia","MNG","Mongolia",NA,"Mong.","MN","Mongolia",NA,NA,NA,"Mongolia",NA,3,5,5,6,3041142,9476,-99,2010,-99,"6. Developing region","4. Lower middle income",-99,"MG","MN","MNG","496","496","MN","MNG",23424887,23424887,"Exact WOE match as country","MNG","MNG",-99,-99,"Asia","Asia","Eastern Asia","East Asia & Pacific",8,8,5,-99,1,"Mongolia",0,0,81.70083857,11477.82668,95.83168413,75.73808972,52.19187421,88.0612685,96.6812763,2015,11477.82668,87.89989,91.66336826,2014,11403.34551,109.8543015,100,2015,11477.82668,97.76,94.54446372,2014,11403.34551,67.43212275,70.77719807,2010,7708.580088,50.2,61.89260737,2015,11477.82668,59.7,56.55220837,2015,11477.82668,59.2,47.83154006,2013,10757.30442,89.19999981,88.0612685,2014,11403.34551,97.3,96.6812763
"155","MNP",5,"Admin-0 country",6,"United States of America","US1",1,2,"Dependency","Northern Mariana Islands",0,"Northern Mariana Islands","MNP",0,"Northern Mariana Islands","MNP",0,"N. Mariana Is.","Northern Mariana Islands","MNP","N. Mariana Is.",NA,"N.M.I.","MP","Commonwealth of the Northern Mariana Islands",NA,"Commonwealth of U.S.A.",NA,"Northern Mariana Islands",NA,4,5,1,1,88662,900,-99,2010,-99,"6. Developing region","2. High income: nonOECD",-99,"CQ","MP","MNP","580","580","MP","MNP",23424788,23424788,"Exact WOE match as country","MNP","MNP",-99,-99,"Oceania","Oceania","Micronesia","East Asia & Pacific",14,24,6,3,-99,"Northern Mariana Islands",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","MOZ",0,"Admin-0 country",3,"Mozambique","MOZ",0,2,"Sovereign country","Mozambique",0,"Mozambique","MOZ",0,"Mozambique","MOZ",0,"Mozambique","Mozambique","MOZ","Mozambique",NA,"Moz.","MZ","Republic of Mozambique",NA,NA,NA,"Mozambique",NA,4,2,1,4,21669278,18940,-99,2007,-99,"7. Least developed region","5. Low income",-99,"MZ","MZ","MOZ","508","508","MZ","MOZ",23424902,23424902,"Exact WOE match as country","MOZ","MOZ",-99,-99,"Africa","Africa","Eastern Africa","Sub-Saharan Africa",10,10,4,-99,1,"Mozambique",0,0,54.87201796,1119.697785,67.02886137,62.80796602,39.65161624,71.71373678,33.15790937,2014,1079.667037,58.61745834,78.00502486,2014,1079.667037,47.5577507,56.05269789,2015,1119.697785,92.15,90.64835121,2014,1079.667037,47.27492853,76.64679001,2011,951.8253639,11.3,21.12875683,2015,1119.697785,20.5,32.52709104,2015,1119.697785,37,46.77614144,2011,951.8253639,56.90000153,71.71373678,2008,852.0035861,12.46,33.15790937
